IIT Bombay,Aerospace Engineering (4 Years Bachelorof Technology),ST,Gender-Neutral,184,501
IIT Bombay,Aerospace Engineering (4 Years Bachelorof Technology),ST,Female-only,424,424
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),EWS,Gender-Neutral,390,485
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),EWS,Female-only,927,1438
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),OBC-NCL,Gender-Neutral,953,1338
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),OBC-NCL,Female-only,2481,3197
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),OPEN,Gender-Neutral,650,2545
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),OPEN,Female-only,4559,6650
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),SC,Gender-Neutral,492,783
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),SC,Female-only,1123,1498
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),ST,Gender-Neutral,301,413
IIT Bombay,Chemical Engineering (4 Years Bachelorof Technology),ST,Female-only,344,742
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),EWS,Gender-Neutral,559,769
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),EWS,Female-only,1725,2029
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),OBC-NCL,Gender-Neutral,1076,1979
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),OBC-NCL,Female-only,3419,4709
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),OPEN,Gender-Neutral,2244,4046
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),OPEN,Female-only,6334,8833
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),SC,Gender-Neutral,580,1002
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),SC,Female-only,770,1986
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),ST,Gender-Neutral,41,331
IIT Bombay,Civil Engineering (4 Years Bachelor ofTechnology),ST,Female-only,601,623
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),EWS,Gender-Neutral,7,23
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),EWS,Female-only,43,79
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),OBC-NCL,Gender-Neutral,5,50
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),OBC-NCL,Female-only,66,274
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),OPEN,Gender-Neutral,1,68
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),OPEN,Female-only,7,421
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),SC,Gender-Neutral,1,32
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),SC,Female-only,10,71
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),ST,Gender-Neutral,1,13
IIT Bombay,Computer Science and Engineering (4Years Bachelor of Technology),ST,Female-only,16,40
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),EWS,Gender-Neutral,57,116
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),EWS,Female-only,208,455
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),OBC-NCL,Gender-Neutral,131,325
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),OBC-NCL,Female-only,608,830
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),OPEN,Gender-Neutral,15,496
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),OPEN,Female-only,642,1339
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),SC,Gender-Neutral,34,171
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),SC,Female-only,196,368
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),ST,Gender-Neutral,36,79
IIT Bombay,Electrical Engineering (4 Years Bachelorof Technology),ST,Female-only,84,176
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),EWS,Gender-Neutral,442,567
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),EWS,Female-only,1410,1410
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),OBC-NCL,Gender-Neutral,970,1578
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),OBC-NCL,Female-only,2329,2854
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),OPEN,Gender-Neutral,197,1719
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),OPEN,Female-only,1680,3629
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),SC,Gender-Neutral,217,779
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),SC,Female-only,1772,2347
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),ST,Gender-Neutral,15,682
IIT Bombay,Engineering Physics (4 Years Bachelor ofTechnology),ST,Female-only,1047,1047
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),EWS,Gender-Neutral,164,367
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),EWS,Female-only,968,1319
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),OBC-NCL,Gender-Neutral,462,958
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),OBC-NCL,Female-only,1265,2722
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),OPEN,Gender-Neutral,666,1685
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),OPEN,Female-only,1662,4444
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),SC,Gender-Neutral,191,476
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),SC,Female-only,142,1066
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),ST,Gender-Neutral,61,309
IIT Bombay,Mechanical Engineering (4 YearsBachelor of Technology),ST,Female-only,466,516
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),EWS,Gender-Neutral,624,907
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),EWS,Female-only,1585,1723
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1439,2207
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),OBC-NCL,Female-only,3446,5594
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),OPEN,Gender-Neutral,2690,4193
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),OPEN,Female-only,6870,8491
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),SC,Gender-Neutral,901,1369
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),SC,Female-only,1500,2276
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),ST,Gender-Neutral,514,641
IIT Bombay,Metallurgical Engineering and MaterialsScience (4 Years Bachelor of Technology),ST,Female-only,1154,1251
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),EWS,Gender-Neutral,490,568
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),EWS,Female-only,1691,1691
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),OBC-NCL,Gender-Neutral,1300,1650
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),OBC-NCL,Female-only,3388,3824
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),OPEN,Gender-Neutral,1905,2689
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),OPEN,Female-only,3767,5537
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),SC,Gender-Neutral,706,990
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),SC,Female-only,1673,1673
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),ST,Gender-Neutral,552,669
IIT Bombay,Energy Engineering (4 Years Bachelor ofTechnology),ST,Female-only,1473,1473
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,EWS,Gender-Neutral,1175,1338
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,EWS,Female-only,2637,2637
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,OBC-NCL,Gender-Neutral,2780,3506
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,OBC-NCL,Female-only,7579,7754
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,OPEN,Gender-Neutral,5629,7430
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,OPEN,Female-only,9692,11262
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,SC,Gender-Neutral,1688,2025
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,SC,Female-only,3101,3101
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,ST,Gender-Neutral,1007,1036
IIT Bombay, Chemistry (4 Years Bachelor of Science) ,ST,Female-only,1498,1498
IIT Bombay, Economics (4 Years Bachelor of Science) ,EWS,Gender-Neutral,398,525
IIT Bombay, Economics (4 Years Bachelor of Science) ,EWS,Female-only,920,920
IIT Bombay, Economics (4 Years Bachelor of Science) ,OBC-NCL,Gender-Neutral,618,1255
IIT Bombay, Economics (4 Years Bachelor of Science) ,OBC-NCL,Female-only,1491,2705
IIT Bombay, Economics (4 Years Bachelor of Science) ,OPEN,Gender-Neutral,1562,2408
IIT Bombay, Economics (4 Years Bachelor of Science) ,OPEN,Female-only,3878,4408
IIT Bombay, Economics (4 Years Bachelor of Science) ,SC,Gender-Neutral,280,722
IIT Bombay, Economics (4 Years Bachelor of Science) ,SC,Female-only,373,373
IIT Bombay, Economics (4 Years Bachelor of Science) ,ST,Gender-Neutral,130,222
IIT Bombay, Economics (4 Years Bachelor of Science) ,ST,Female-only,714,714
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),EWS,Gender-Neutral,360,360
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),EWS,Female-only,1490,1490
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),OBC-NCL,Gender-Neutral,1106,1291
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),OBC-NCL,Female-only,3479,3479
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),OPEN,Gender-Neutral,631,1191
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),OPEN,Female-only,4101,4101
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),SC,Gender-Neutral,521,545
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),SC,Female-only,1438,1438
IIT Bombay,BS in Mathematics (4 Years Bachelor ofScience),ST,Gender-Neutral,247,247
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),EWS,Gender-Neutral,183,199
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),EWS,Female-only,558,753
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),OBC-NCL,Gender-Neutral,379,571
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),OBC-NCL,Female-only,1006,1877
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),OPEN,Gender-Neutral,536,973
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),OPEN,Female-only,1731,2424
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),SC,Gender-Neutral,197,274
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),SC,Female-only,584,1054
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),ST,Gender-Neutral,131,221
IIT Bombay,Electrical Engineering (5 Years Bachelorand Master of Technology (Dual Degree)),ST,Female-only,363,363
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),EWS,Gender-Neutral,935,1060
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),EWS,Female-only,2019,2019
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1601,2716
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),OBC-NCL,Female-only,5701,5973
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),OPEN,Gender-Neutral,3424,4718
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),OPEN,Female-only,8821,9292
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),SC,Gender-Neutral,622,1267
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),SC,Female-only,1874,1874
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),ST,Gender-Neutral,680,830
IIT Bombay,Environmental Science and Engineering(4 Years Bachelor of Technology),ST,Female-only,1587,1587
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),EWS,Gender-Neutral,279,303
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),EWS,Female-only,706,706
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),OBC-NCL,Gender-Neutral,401,1196
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),OBC-NCL,Female-only,2881,3817
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),OPEN,Gender-Neutral,1042,1726
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),OPEN,Female-only,3258,4762
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),SC,Gender-Neutral,588,999
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),SC,Female-only,1052,1052
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),ST,Gender-Neutral,323,351
IIT Bombay,Industrial Engineering and OperationsResearch (4 Years Bachelor ofTechnology),ST,Female-only,1404,1404
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),EWS,Gender-Neutral,1796,1953
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),EWS,Female-only,3738,3738
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),OBC-NCL,Gender-Neutral,4238,4726
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),OBC-NCL,Female-only,8450,9050
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),OPEN,Gender-Neutral,9968,12562
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),OPEN,Female-only,20688,22150
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),SC,Gender-Neutral,2311,2546
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),SC,Female-only,4406,4406
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),ST,Gender-Neutral,717,795
IIT Mandi,Civil Engineering (4 Years Bachelor ofTechnology),ST,Female-only,1526,1526
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),EWS,Gender-Neutral,330,489
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),EWS,Female-only,825,1058
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),OBC-NCL,Gender-Neutral,765,1274
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),OBC-NCL,Female-only,2698,3578
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),OPEN,Gender-Neutral,1803,3118
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),OPEN,Female-only,6049,6725
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),SC,Gender-Neutral,542,761
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),SC,Female-only,1061,1732
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),ST,Gender-Neutral,293,371
IIT Mandi,Computer Science and Engineering (4Years Bachelor of Technology),ST,Female-only,870,870
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),EWS,Gender-Neutral,855,1188
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),EWS,Female-only,2285,2285
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),OBC-NCL,Gender-Neutral,2320,2932
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),OBC-NCL,Female-only,6754,7019
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),OPEN,Gender-Neutral,4772,6909
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),OPEN,Female-only,11796,12842
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),SC,Gender-Neutral,1216,1650
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),SC,Female-only,2943,3151
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),ST,Gender-Neutral,772,833
IIT Mandi,Electrical Engineering (4 Years Bachelorof Technology),ST,Female-only,1632,1632
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),EWS,Gender-Neutral,1885,1958
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),EWS,Female-only,3601,3601
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),OBC-NCL,Gender-Neutral,4320,5006
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),OBC-NCL,Female-only,8869,8869
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),OPEN,Gender-Neutral,9089,10475
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),OPEN,Female-only,19986,20153
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),SC,Gender-Neutral,2298,2631
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),SC,Female-only,4734,4734
IIT Mandi,Engineering Physics (4 Years Bachelor ofTechnology),ST,Gender-Neutral,1037,1342
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),EWS,Gender-Neutral,1470,1676
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),EWS,Female-only,3723,3723
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),OBC-NCL,Gender-Neutral,3063,4112
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),OBC-NCL,Female-only,8440,8967
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),OPEN,Gender-Neutral,6947,9734
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),OPEN,Female-only,18047,19060
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),SC,Gender-Neutral,1831,2133
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),SC,Female-only,3471,3923
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),ST,Gender-Neutral,677,974
IIT Mandi,Mechanical Engineering (4 YearsBachelor of Technology),ST,Female-only,397,397
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),EWS,Gender-Neutral,2124,2215
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),EWS,Female-only,4493,4493
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),OBC-NCL,Gender-Neutral,5184,5698
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),OPEN,Gender-Neutral,11233,14239
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),OPEN,Female-only,20007,21077
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),SC,Gender-Neutral,2614,3144
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),SC,Female-only,4590,4590
IIT Mandi,Bio Engineering (4 Years Bachelor ofTechnology),ST,Gender-Neutral,1331,1502
